City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Salalah,OM,2023-01-24 19:16:06,17.0151,54.0924,75.29,60,75,12.66
294,Hualmay,PE,2023-01-24 19:18:32,-11.0964,-77.6139,75.9,70,60,10.29
295,Darnah,LY,2023-01-24 19:18:33,32.767,22.6367,58.73,71,0,11.27
296,Serra,BR,2023-01-24 19:18:33,-20.1286,-40.3078,80.06,89,75,11.5
297,Brigantine,US,2023-01-24 19:18:29,39.4101,-74.3646,47.14,53,0,16.11
298,Karoi,ZW,2023-01-24 19:18:34,-16.8099,29.6925,63.52,96,99,2.82
299,Aykino,RU,2023-01-24 19:18:34,62.2248,49.9922,14.97,94,98,7.9
300,Porto Santo,PT,2023-01-24 19:18:35,33.072,-16.3415,61.18,59,20,12.66
301,Zabol,AF,2023-01-24 19:18:35,32.25,67.25,25.52,77,7,11.23
302,Guaira,BR,2023-01-24 19:18:36,-20.3183,-48.3106,79.14,79,99,4.65
303,Anamur,TR,2023-01-24 19:18:36,36.0751,32.8369,57.6,54,0,3.78
304,Corning,US,2023-01-24 19:13:52,42.1428,-77.0547,33.84,79,100,10.36
305,Shar,KZ,2023-01-24 19:18:36,49.5886,81.0453,5.11,95,98,6.06
306,Kiruna,SE,2023-01-24 19:18:37,67.8557,20.2251,25.72,74,100,6.91
307,Villefranche-Sur-Saone,FR,2023-01-24 19:18:37,45.9833,4.7167,39.22,78,100,3.8
308,High Rock,BS,2023-01-24 19:18:38,26.6208,-78.2833,75.22,71,95,14.52
309,Caraballeda,VE,2023-01-24 19:18:38,10.6112,-66.8522,91.47,55,40,4.61
310,Alamor,EC,2023-01-24 19:19:38,-4.0181,-80.0197,70.79,63,96,5.88
311,Zwedru,LR,2023-01-24 19:19:39,6.0667,-8.1281,77.56,77,49,4.99
312,Presidencia Roque Saenz Pena,AR,2023-01-24 19:19:39,-26.7852,-60.4388,106.03,18,0,9.4
313,Labytnangi,RU,2023-01-24 19:19:39,66.6572,66.4183,2.77,90,29,7.43
314,Santa Fe,AR,2023-01-24 19:14:58,-31.6333,-60.7,102.16,25,100,16.11
315,Plavinas,LV,2023-01-24 19:19:40,56.6178,25.7255,27.05,88,98,5.68
316,Bharatpur,IN,2023-01-24 19:19:40,27.2167,77.4833,57.34,84,48,8.16
317,Awbari,LY,2023-01-24 19:19:40,26.5921,12.7805,59.52,17,0,9.66
318,Kormilovka,RU,2023-01-24 19:19:41,55.0026,74.1028,11.66,94,100,10.85
319,Vladyslavivka,UA,2023-01-24 19:19:41,45.1667,35.3667,40.41,75,98,5.75
320,Atar,MR,2023-01-24 19:19:41,20.5169,-13.0499,76.69,14,4,4.92
321,Kabalo,CD,2023-01-24 19:19:42,-6.05,26.9167,70.83,91,96,1.25
322,Lugovoy,KZ,2023-01-24 19:19:42,42.9472,72.7644,10.96,82,100,3.98
323,Thinadhoo,MV,2023-01-24 19:19:42,0.5333,72.9333,80.01,79,59,10.85
324,Sao Lourenco Do Sul,BR,2023-01-24 19:19:43,-31.3653,-51.9783,82.0,55,0,15.88
325,Doliana,GR,2023-01-24 19:19:43,39.9032,20.5794,43.3,86,98,4.32
326,San Alberto,CO,2023-01-24 19:19:43,7.7611,-73.3922,89.8,52,100,5.46
327,Lahij,YE,2023-01-24 19:19:44,13.1667,44.5833,69.6,75,89,7.76
328,Camana,PE,2023-01-24 19:18:45,-16.6228,-72.7111,76.51,75,43,8.86
329,Waterloo,CA,2023-01-24 19:16:55,43.4668,-80.5164,34.02,77,75,20.71
330,Umm Kaddadah,SD,2023-01-24 19:19:44,13.6017,26.6876,69.82,25,62,12.88
331,Meulaboh,ID,2023-01-24 19:19:45,4.1363,96.1285,74.23,91,100,4.52
332,Kirkwall,GB,2023-01-24 19:19:45,58.9848,-2.9587,50.05,87,40,12.66
333,Matara,LK,2023-01-24 19:19:45,5.9485,80.5353,73.33,90,92,5.88
334,Valkla,EE,2023-01-24 19:19:46,59.4744,25.3186,34.66,97,100,10.47
335,Los Llanos De Aridane,ES,2023-01-24 19:19:46,28.6585,-17.9182,62.35,73,75,11.5
336,Kargopol,RU,2023-01-24 19:19:46,61.5071,38.9456,21.92,95,95,6.76
337,Forestville,US,2023-01-24 19:16:58,38.8451,-76.875,50.4,42,0,8.05
338,Nueva Germania,PY,2023-01-24 19:19:47,-23.9,-56.5667,101.37,25,12,6.15
339,Fort-De-France,MQ,2023-01-24 19:19:47,14.6089,-61.0733,82.35,61,75,18.41
340,Gat,IL,2023-01-24 19:17:03,31.61,34.7642,64.4,73,0,6.49
341,Brewster,US,2023-01-24 19:19:48,41.3973,-73.6171,44.28,67,20,17.27
342,Hihya,EG,2023-01-24 19:19:48,30.6713,31.588,53.22,84,0,7.54
343,Iracoubo,GF,2023-01-24 19:19:48,5.4802,-53.2011,78.64,68,66,10.78
344,Nargana,PA,2023-01-24 19:19:49,9.4428,-78.5906,82.17,77,29,11.52
345,Lakselv,NO,2023-01-24 19:19:49,70.0513,24.9718,33.62,69,100,17.27
346,Richards Bay,ZA,2023-01-24 19:19:49,-28.783,32.0377,77.36,87,19,8.5
347,Sur,OM,2023-01-24 19:19:50,22.5667,59.5289,64.89,58,38,8.77
348,Muhos,FI,2023-01-24 19:19:50,64.808,25.9931,28.89,95,100,8.75
349,Botshabelo,ZA,2023-01-24 19:19:50,-29.2702,26.7052,67.37,36,42,10.94
350,Athens,GR,2023-01-24 19:15:07,37.9795,23.7162,57.18,79,40,7.0
351,Aras,ES,2023-01-24 19:19:51,42.5617,-2.356,32.43,69,75,8.05
352,Bartow,US,2023-01-24 19:16:58,27.8964,-81.8431,78.03,60,20,11.5
353,Solvychegodsk,RU,2023-01-24 19:19:51,61.3305,46.9156,18.14,92,100,8.12
354,Kitui,KE,2023-01-24 19:19:51,-1.367,38.0106,66.47,72,100,2.44
355,Kayes,ML,2023-01-24 19:19:52,14.0,-11.0,90.81,12,53,5.32
356,Ostersund,SE,2023-01-24 19:18:54,63.1792,14.6357,39.65,93,40,13.8
357,Mering,DE,2023-01-24 19:20:52,48.2656,10.9846,34.68,99,100,6.91
358,San Diego De Los Banos,CU,2023-01-24 19:20:52,22.6467,-83.3697,85.78,41,1,10.87
359,Amot,NO,2023-01-24 19:20:53,59.5714,7.9877,37.6,100,100,3.4
360,Alberton,CA,2023-01-24 19:20:53,46.8168,-64.0654,30.11,79,100,19.01
361,Rodrigues Alves,BR,2023-01-24 19:20:53,-7.738,-72.6509,82.6,94,100,2.48
362,Qaqortoq,GL,2023-01-24 19:20:54,60.7167,-46.0333,26.29,84,100,9.26
363,Kirkenes,NO,2023-01-24 19:20:54,69.7271,30.0458,30.42,74,99,26.46
364,Puerto Del Rosario,ES,2023-01-24 19:20:54,28.5004,-13.8627,64.15,63,20,20.71
365,Santa Isabel Do Para,BR,2023-01-24 19:20:55,-1.2986,-48.1606,80.42,94,94,4.32
366,Akdepe,TM,2023-01-24 19:20:55,42.0551,59.3788,14.09,66,100,5.23
367,Kurchum,KZ,2023-01-24 19:20:55,48.5722,83.6542,-7.04,98,100,2.82
368,Tammisaari,FI,2023-01-24 19:17:09,59.9736,23.4339,35.11,98,100,9.26
369,Sao Filipe,CV,2023-01-24 19:20:56,14.8961,-24.4956,70.16,68,56,3.69
370,Jasper,US,2023-01-24 19:20:56,37.2001,-94.3502,39.88,85,100,4.61
371,Nouadhibou,MR,2023-01-24 19:19:35,20.931,-17.0347,71.58,56,2,9.22
372,Weligama,LK,2023-01-24 19:20:56,5.9667,80.4167,74.01,89,99,2.82
373,Shubarshi,KZ,2023-01-24 19:20:57,48.5872,57.1869,8.58,94,6,4.81
374,Odda,NO,2023-01-24 19:20:57,60.0691,6.5457,48.65,100,100,8.81
375,Olinda,BR,2023-01-24 19:20:57,-8.0089,-34.8553,83.93,65,20,9.22
376,Siniscola,IT,2023-01-24 19:20:58,40.5719,9.6922,45.95,85,100,1.83
377,San Rafael,AR,2023-01-24 19:20:48,-34.6177,-68.3301,91.99,22,20,5.75
378,Hamilton,US,2023-01-24 19:20:30,39.1834,-84.5333,45.0,64,0,6.91
379,Hvolsvollur,IS,2023-01-24 19:20:58,63.7533,-20.2243,37.96,90,100,7.9
380,La Maddalena,IT,2023-01-24 19:20:59,41.2142,9.4083,46.56,71,100,11.12
381,Vardo,NO,2023-01-24 19:21:00,70.3705,31.1107,28.38,80,0,29.93
382,Geraldton,AU,2023-01-24 19:19:21,-28.7667,114.6,68.41,88,40,10.36
383,Buncrana,IE,2023-01-24 19:21:00,55.1333,-7.45,51.57,95,100,8.28
384,Mogadishu,SO,2023-01-24 19:21:01,2.0371,45.3438,77.18,83,71,21.88
385,Belogorsk,RU,2023-01-24 19:21:01,50.9158,128.4611,-42.66,100,77,2.08
386,Camacupa,AO,2023-01-24 19:21:01,-12.0167,17.4833,60.42,95,67,4.21
387,Desaguadero,PE,2023-01-24 19:21:02,-16.5656,-69.0417,59.86,45,62,11.79
388,Bam,IR,2023-01-24 19:21:02,29.106,58.357,39.18,35,0,4.36
389,Peniche,PT,2023-01-24 19:20:38,39.3558,-9.3811,48.92,76,1,9.53
390,Castro,BR,2023-01-24 19:21:03,-24.7911,-50.0119,81.28,48,24,4.21
391,Senanga,ZM,2023-01-24 19:21:03,-16.1167,23.2667,68.09,90,100,3.04
392,Nanortalik,GL,2023-01-24 19:16:14,60.1432,-45.2371,26.64,83,100,8.72
393,Kapuskasing,CA,2023-01-24 19:21:03,49.4169,-82.4331,3.29,72,100,3.44
394,Kyabe,TD,2023-01-24 19:21:04,9.4515,18.9449,84.43,13,100,4.92
395,Loyga,RU,2023-01-24 19:21:04,61.0784,44.6075,19.24,92,100,8.72
396,Ancud,CL,2023-01-24 19:21:05,-41.8697,-73.8203,59.95,58,45,10.36
397,Rio Grande,BR,2023-01-24 19:21:05,-32.035,-52.0986,91.51,49,0,15.23
398,Westport,US,2023-01-24 19:21:05,41.1415,-73.3579,46.89,54,20,16.11
399,Acarau,BR,2023-01-24 19:21:06,-2.8856,-40.12,82.11,68,45,10.13
400,Bilma,NE,2023-01-24 19:21:06,18.6853,12.9164,76.41,11,12,6.42
401,Bandarbeyla,SO,2023-01-24 19:21:06,9.4942,50.8122,75.61,69,11,16.04
402,Shubarkuduk,KZ,2023-01-24 19:21:07,49.1447,56.4872,2.44,94,5,4.76
403,Saint-Pierre,RE,2023-01-24 19:21:07,-21.3393,55.4781,73.08,94,75,3.44
404,Oktyabrskoye,RU,2023-01-24 19:22:07,43.0645,44.7417,26.74,86,7,4.47
405,Gazojak,TM,2023-01-24 19:22:08,41.1875,61.4036,22.06,57,50,6.4
406,Lagoa,PT,2023-01-24 19:22:08,39.05,-27.9833,59.13,82,12,20.85
407,San Felipe,VE,2023-01-24 19:22:08,10.3399,-68.7425,80.64,68,72,9.01
408,Saint Anthony,US,2023-01-24 19:22:09,45.0205,-93.218,29.93,79,100,9.22
409,Miandrivazo,MG,2023-01-24 19:22:09,-19.5167,45.4667,76.26,83,100,12.3
410,Minsk,BY,2023-01-24 19:21:54,53.9,27.5667,26.35,94,29,3.47
411,Iquique,CL,2023-01-24 19:22:10,-20.2208,-70.1431,75.24,76,100,5.75
412,Liverpool,GB,2023-01-24 19:21:10,53.4106,-2.9779,45.43,92,100,3.44
413,Spokoynaya,RU,2023-01-24 19:22:10,44.2468,41.4015,31.05,77,1,3.22
414,Sao Jeronimo,BR,2023-01-24 19:22:10,-29.9592,-51.7222,94.15,23,0,5.46
415,Maua,BR,2023-01-24 19:22:11,-23.6678,-46.4614,79.36,81,81,5.19
416,Kortkeros,RU,2023-01-24 19:22:11,61.8106,51.5806,19.4,94,100,7.96
417,Willowmore,ZA,2023-01-24 19:22:11,-33.2926,23.4895,58.14,72,60,14.76
418,Carutapera,BR,2023-01-24 19:21:10,-1.195,-46.02,77.13,92,100,7.49
419,Longavi,CL,2023-01-24 19:22:12,-35.9667,-71.6833,86.43,30,0,8.79
420,Kadoma,JP,2023-01-24 19:22:12,34.7333,135.5833,31.98,66,68,10.36
421,Mantua,IT,2023-01-24 19:22:13,45.1667,10.7833,47.35,87,100,2.57
422,Povenets,RU,2023-01-24 19:22:13,62.8487,34.8262,17.55,99,58,3.89
423,Sadiqabad,PK,2023-01-24 19:22:13,28.3062,70.1307,53.71,18,0,7.81
424,Marrakesh,MA,2023-01-24 19:17:21,31.6315,-8.0083,55.47,35,0,10.36
425,Bushehr,IR,2023-01-24 19:22:14,28.9684,50.8385,60.89,77,40,4.61
426,Sacramento,US,2023-01-24 19:18:59,38.4666,-121.3177,56.95,69,0,3.44
427,Honningsvag,NO,2023-01-24 19:22:14,70.9821,25.9704,35.35,69,75,34.52
428,Maniwaki,CA,2023-01-24 19:22:15,46.3834,-75.966,26.98,68,100,6.91
429,Axim,GH,2023-01-24 19:22:15,4.8699,-2.2405,80.62,80,67,5.84
430,Emden,DE,2023-01-24 19:22:15,53.3667,7.2167,34.02,89,6,3.83
431,Comodoro Rivadavia,AR,2023-01-24 19:17:58,-45.8667,-67.5,75.06,16,0,25.32
432,Saint-Joseph,RE,2023-01-24 19:22:16,-21.3667,55.6167,71.98,88,100,7.2
433,Pangoa,PE,2023-01-24 19:22:16,-12.1167,-73.0,75.42,93,91,2.89
434,Vallenar,CL,2023-01-24 19:22:16,-28.5708,-70.7581,90.57,25,0,11.56
435,Cadillac,US,2023-01-24 19:22:17,44.2519,-85.4012,30.79,86,100,8.05
436,Maldonado,UY,2023-01-24 19:17:26,-34.6667,-54.9167,87.19,21,86,14.12
437,Kargasok,RU,2023-01-24 19:22:17,59.0556,80.8572,-29.69,100,6,3.51
438,Pauini,BR,2023-01-24 19:22:18,-7.7136,-66.9764,81.99,81,59,3.69
439,Vangaindrano,MG,2023-01-24 19:22:18,-23.35,47.6,76.17,92,100,13.29
440,Gornyak,RU,2023-01-24 19:22:18,50.9942,81.4661,11.5,95,100,11.63
441,Andros Town,BS,2023-01-24 19:22:19,24.7,-77.7667,76.78,72,24,17.38
442,Mayumba,GA,2023-01-24 19:17:19,-3.432,10.6554,78.4,82,25,2.55
443,Kabwe,ZM,2023-01-24 19:22:19,-14.4469,28.4464,64.2,97,100,5.35
444,Bar Harbor,US,2023-01-24 19:22:19,44.3876,-68.2039,36.91,81,99,11.99
445,Olonets,RU,2023-01-24 19:22:20,60.9847,32.9698,31.35,98,100,7.34
446,Eurajoki,FI,2023-01-24 19:22:20,61.2,21.7333,33.82,90,98,10.89
447,Witu,KE,2023-01-24 19:22:20,-2.3889,40.4382,78.96,83,100,9.51
448,Buchanan,LR,2023-01-24 19:22:21,5.8808,-10.0467,80.1,81,100,7.36
449,Konigs Wusterhausen,DE,2023-01-24 19:22:21,52.3014,13.633,35.19,88,100,4.61
450,Dasoguz,TM,2023-01-24 19:22:21,41.8363,59.9666,13.95,57,0,9.22
451,Krasnoselkup,RU,2023-01-24 19:22:22,65.7,82.4667,-20.43,98,99,10.54
452,Acandi,CO,2023-01-24 19:23:22,8.5063,-77.2778,83.93,71,100,6.89
453,Palatka,US,2023-01-24 19:23:22,29.6486,-81.6376,71.98,53,48,3.0
454,Namsos,NO,2023-01-24 19:23:23,64.4662,11.4957,46.45,93,75,13.8
455,Fort-Shevchenko,KZ,2023-01-24 19:23:23,44.5086,50.263,30.24,49,0,10.65
456,Gweta,BW,2023-01-24 19:23:23,-20.1833,25.2333,75.33,61,63,11.9
457,Umtata,ZA,2023-01-24 19:23:24,-31.5889,28.7844,64.96,88,100,8.05
458,Trojan,PL,2023-01-24 19:23:24,53.7897,20.2404,21.49,96,20,2.66
459,Marsaxlokk,MT,2023-01-24 19:23:24,35.8419,14.5431,51.08,81,0,4.61
460,Mookane,BW,2023-01-24 19:23:25,-23.688,26.6595,81.1,27,0,2.42
461,Chimbote,PE,2023-01-24 19:23:25,-9.0853,-78.5783,75.78,67,20,10.58
462,San Clemente,US,2023-01-24 19:19:48,33.427,-117.612,67.1,56,0,1.99
463,Praia Da Vitoria,PT,2023-01-24 19:21:52,38.7333,-27.0667,59.76,94,75,16.22
464,Slubice,PL,2023-01-24 19:23:26,52.3509,14.5607,34.56,83,7,1.01
465,Chernoyerkovskaya,RU,2023-01-24 19:23:26,45.4331,37.7686,35.56,75,0,8.52
466,Teya,RU,2023-01-24 19:23:26,60.3778,92.6267,-31.25,100,60,1.48
467,Cajetina,RS,2023-01-24 19:23:27,43.7498,19.7127,31.41,99,100,2.28
468,Asfi,MA,2023-01-24 19:23:27,32.2994,-9.2372,55.96,60,0,21.56
469,Sao Gabriel,BR,2023-01-24 19:23:27,-30.3364,-54.32,101.97,14,0,7.14
470,Sao Jose Da Coroa Grande,BR,2023-01-24 19:23:28,-8.8978,-35.1478,82.02,66,9,10.96
471,Porto Novo,BJ,2023-01-24 19:23:28,6.4965,2.6036,84.02,80,3,8.79
472,Aswan,EG,2023-01-24 19:23:28,24.0934,32.907,69.1,22,0,5.75
473,Cassilandia,BR,2023-01-24 19:23:29,-19.1133,-51.7342,80.19,73,100,6.38
474,Mao,ES,2023-01-24 19:23:29,39.8885,4.2658,45.16,87,40,5.75
475,Rudsar,IR,2023-01-24 19:23:29,37.1376,50.288,44.58,82,29,6.26
476,Mbeya,TZ,2023-01-24 19:23:30,-8.9,33.45,58.84,91,98,2.15
477,Saint-Francois,FR,2023-01-24 19:23:30,46.4154,3.9054,36.84,88,100,3.44
478,Rhyl,GB,2023-01-24 19:23:30,53.3196,-3.4886,46.99,3,90,5.1
479,San Juan,AR,2023-01-24 19:20:24,-31.5375,-68.5364,100.06,15,0,11.3
480,Malakal,SS,2023-01-24 19:23:31,9.5334,31.6605,84.25,24,83,5.41
481,Qasigiannguit,GL,2023-01-24 19:23:31,68.8193,-51.1922,21.45,96,100,6.15
482,Khandbari,NP,2023-01-24 19:23:31,27.3747,87.2039,51.69,56,34,3.2
483,Tobol,KZ,2023-01-24 19:23:32,52.6844,62.5794,2.8,93,14,7.9
484,Linhares,BR,2023-01-24 19:23:28,-19.3911,-40.0722,83.26,81,100,8.28
485,Supe,PE,2023-01-24 19:23:32,-10.8,-77.7333,75.43,69,47,10.76
486,Zheleznodorozhnyy,RU,2023-01-24 19:23:32,55.7503,38.0042,30.61,95,100,6.35
487,Laguna,US,2023-01-24 19:22:27,38.421,-121.4238,56.64,66,0,3.44
488,Yenagoa,NG,2023-01-24 19:23:33,4.9247,6.2642,83.34,69,90,8.5
489,Brae,GB,2023-01-24 19:23:33,60.3964,-1.353,48.63,86,71,28.68
490,Naliya,IN,2023-01-24 19:19:15,23.2667,68.8333,60.53,51,0,9.19
491,Bisceglie,IT,2023-01-24 19:23:34,41.242,16.5044,44.78,87,2,3.0
492,Pappadatai,GR,2023-01-24 19:23:34,39.3133,20.7925,46.83,82,100,3.98
493,Barranca,PE,2023-01-24 19:23:34,-10.75,-77.7667,75.27,68,51,10.87
494,Thunder Bay,CA,2023-01-24 19:20:41,48.4001,-89.3168,15.78,73,100,8.05
495,Clearwater,US,2023-01-24 19:23:22,27.9659,-82.8001,76.96,61,0,14.97
496,Troitsko-Pechorsk,RU,2023-01-24 19:23:35,62.7084,56.1964,6.73,96,100,6.93
497,Wajid,SO,2023-01-24 19:23:35,3.8093,43.2471,82.8,33,58,12.88
498,Marsabit,KE,2023-01-24 19:23:35,2.3284,37.9899,74.48,40,27,13.2
499,Presque Isle,US,2023-01-24 19:23:36,46.6811,-68.0159,32.5,73,40,10.36
500,Niamey,NE,2023-01-24 19:24:36,13.5137,2.1098,91.69,9,0,6.91
501,Heilbron,ZA,2023-01-24 19:24:37,-27.2812,27.9709,72.27,27,4,5.23
502,Alta Floresta,BR,2023-01-24 19:24:37,-9.8756,-56.0861,78.3,76,100,1.34
503,Loandjili,CG,2023-01-24 19:24:37,-4.7561,11.8578,80.71,83,75,5.75
504,Iturama,BR,2023-01-24 19:23:22,-19.7281,-50.1956,75.16,88,100,5.41
505,Waddan,LY,2023-01-24 19:24:38,29.1614,16.139,62.4,19,0,10.87
506,Lalibela,ET,2023-01-24 19:24:38,12.0333,39.0333,60.15,43,42,8.97
507,Amapa,BR,2023-01-24 19:24:38,1.0,-52.0,77.67,93,36,4.25
508,Kautokeino,NO,2023-01-24 19:24:39,69.0125,23.0412,21.81,80,100,14.41
509,Maceio,BR,2023-01-24 19:24:39,-9.6658,-35.7353,87.24,58,0,13.8
510,Poltavka,RU,2023-01-24 19:24:39,54.3663,71.7632,8.78,94,100,11.65
511,Saint-Louis,SN,2023-01-24 19:24:40,16.3333,-15.0,86.41,18,96,6.15
512,Harbour Breton,CA,2023-01-24 19:24:40,47.4833,-55.7983,36.5,96,100,12.64
513,Beitbridge,ZW,2023-01-24 19:24:40,-22.2167,30.0,85.35,30,100,8.99
514,Ayagoz,KZ,2023-01-24 19:24:41,47.9714,80.4392,-14.96,100,100,3.13
515,Sechura,PE,2023-01-24 19:24:41,-5.5569,-80.8222,81.9,56,64,14.97
516,Harboore,DK,2023-01-24 19:24:41,56.6175,8.1807,40.14,93,100,17.45
517,Den Helder,NL,2023-01-24 19:24:22,52.9599,4.7593,34.02,93,100,5.99
518,Punta Alta,AR,2023-01-24 19:24:42,-38.8759,-62.0736,82.54,46,1,14.52
519,Ongandjera,NA,2023-01-24 19:24:42,-17.8833,15.0667,78.66,53,65,9.64
520,Prieska,ZA,2023-01-24 19:24:42,-29.6641,22.7474,80.98,17,3,12.77
521,Rio Brilhante,BR,2023-01-24 19:23:49,-21.8019,-54.5464,87.66,57,78,1.05
522,Gazanjyk,TM,2023-01-24 19:24:43,39.2446,55.5154,30.61,27,0,5.48
523,Krasnokholmskiy,RU,2023-01-24 19:24:43,55.9873,55.0466,-0.44,100,100,5.84
524,Muscle Shoals,US,2023-01-24 19:24:43,34.7448,-87.6675,54.12,54,0,4.61
525,Mandiana,GN,2023-01-24 19:24:44,10.6333,-8.6833,89.11,22,30,4.34
526,Raduzhnyy,RU,2023-01-24 19:24:44,62.0961,77.475,-9.9,91,100,7.56
527,Marsa Matruh,EG,2023-01-24 19:24:44,31.3525,27.2453,62.8,59,20,11.5
528,Szczecin,PL,2023-01-24 19:22:49,53.4289,14.553,33.1,82,7,3.0
529,Sidi Ali,DZ,2023-01-24 19:24:45,36.0998,0.4206,45.34,67,78,10.94
530,Romitan,UZ,2023-01-24 19:24:45,39.9343,64.3814,19.35,93,89,4.61
531,Altmunster,AT,2023-01-24 19:24:45,47.9022,13.7642,34.02,96,93,5.1
532,Bosaso,SO,2023-01-24 19:24:46,11.2842,49.1816,75.52,68,15,10.36
533,Mananara,MG,2023-01-24 19:24:46,-16.1667,49.7667,78.01,76,100,5.44
534,Paita,PE,2023-01-24 19:24:46,-5.0892,-81.1144,77.38,67,84,13.22
535,Weilmunster,DE,2023-01-24 19:24:47,50.4333,8.3667,36.37,92,98,4.34
536,Kasangulu,CD,2023-01-24 19:24:47,-4.5911,15.1708,68.94,93,57,3.29
537,Inta,RU,2023-01-24 19:24:47,66.0317,60.1659,14.02,85,80,24.2
538,Cruzeiro Do Sul,BR,2023-01-24 19:24:48,-29.5128,-51.9853,97.52,36,4,8.99
539,Shonguy,RU,2023-01-24 19:24:48,68.7526,33.146,28.47,69,0,8.95
540,Araguacu,BR,2023-01-24 19:24:48,-12.9306,-49.8264,82.29,73,100,3.96
541,Beaufort,MY,2023-01-24 19:24:49,5.3473,115.7455,74.3,96,94,2.1
542,Norton,ZW,2023-01-24 19:24:49,-17.8833,30.7,64.44,94,100,0.96
543,Telica,NI,2023-01-24 19:24:49,12.522,-86.8594,92.55,28,86,11.36
544,Quatre Cocos,MU,2023-01-24 19:24:50,-20.2078,57.7625,74.08,92,100,4.99
545,Kurkino,RU,2023-01-24 19:24:50,53.4257,38.6582,20.73,83,5,5.79
546,Jinja,UG,2023-01-24 19:25:50,0.439,33.2032,72.86,68,100,4.32
547,Abha,SA,2023-01-24 19:21:01,18.2164,42.5053,53.42,87,0,0.0
548,Valparaiso,CL,2023-01-24 19:21:16,-33.0393,-71.6273,86.23,64,0,13.8
549,Yendi,GH,2023-01-24 19:25:51,9.4427,-0.0099,92.82,22,9,4.99
550,Grand-Santi,GF,2023-01-24 19:25:51,4.25,-54.3833,83.19,59,52,4.38
551,Grand-Lahou,CI,2023-01-24 19:25:51,5.1367,-5.0242,78.6,84,18,2.08
552,Jardim,BR,2023-01-24 19:25:37,-21.4803,-56.1381,93.52,42,84,0.72
553,Upata,VE,2023-01-24 19:25:52,8.0086,-62.3989,79.2,53,100,6.49
554,Mangai,CD,2023-01-24 19:25:52,-4.05,19.5333,74.41,82,100,1.52
555,Manga,BF,2023-01-24 19:25:52,11.6636,-1.0731,86.81,15,1,5.93
556,Japura,ID,2023-01-24 19:25:53,-0.3167,102.35,72.57,95,100,3.24
557,Makokou,GA,2023-01-24 19:25:53,0.5738,12.8642,76.41,66,5,3.27
558,Tessalit,ML,2023-01-24 19:25:53,20.1986,1.0114,75.11,13,5,9.28
559,Kashan,IR,2023-01-24 19:25:54,33.9831,51.4364,38.52,56,38,1.52
560,Oksbol,DK,2023-01-24 19:25:54,55.6268,8.2876,37.9,87,48,11.39
561,Qazvin,IR,2023-01-24 19:25:54,36.2797,50.0049,22.62,93,9,2.3
562,Shache,CN,2023-01-24 19:25:55,38.4167,77.2406,9.43,91,100,5.28
563,Bahia Blanca,AR,2023-01-24 19:23:04,-38.7196,-62.2724,82.29,34,2,1.99
564,Quirinopolis,BR,2023-01-24 19:25:55,-18.4483,-50.4517,79.92,72,35,4.54
