City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
331,Roald,NO,62.5833,6.1333,43.32,65,75,13.8,broken clouds
332,Villamontes,BO,-21.25,-63.5,85.59,68,100,4.14,overcast clouds
333,Zavoronezhskoye,RU,52.8801,40.5526,13.53,95,69,4.12,broken clouds
334,Nanticoke,US,41.2054,-76.0049,46.29,57,59,3.0,broken clouds
335,Rawson,AR,-43.3002,-65.1023,78.98,29,1,6.58,clear sky
336,Oktyabrskoye,RU,43.0645,44.7417,24.94,93,100,4.47,overcast clouds
337,Kattivakkam,IN,13.2167,80.3167,80.69,72,31,8.93,scattered clouds
338,Ormara,PK,25.2088,64.6357,69.19,41,99,11.81,overcast clouds
339,Moose Factory,CA,51.2585,-80.6094,-13.92,88,100,11.34,overcast clouds
340,Bubaque,GW,11.2833,-15.8333,77.9,73,70,13.04,broken clouds
341,Kralendijk,BQ,12.15,-68.2667,78.78,83,75,12.66,broken clouds
342,Kyzyl-Suu,KG,42.3414,78.0056,20.88,61,98,6.87,overcast clouds
343,Anloga,GH,5.7947,0.8973,83.19,76,96,18.25,overcast clouds
344,Tingi,TZ,-11.3,35.0333,67.91,88,98,1.74,light rain
345,Araouane,ML,18.9048,-3.5265,70.36,7,81,10.04,broken clouds
346,Nanortalik,GL,60.1432,-45.2371,25.09,79,100,36.62,overcast clouds
347,Kamenka,RU,51.3223,42.7678,15.85,89,68,6.44,broken clouds
348,Lucea,JM,18.451,-78.1736,83.86,63,66,23.42,broken clouds
349,Raga,SS,8.4596,25.678,90.21,15,7,4.54,clear sky
350,Anori,BR,-3.7728,-61.6442,82.17,78,87,4.23,overcast clouds
351,Jijiga,ET,9.35,42.8,70.63,48,42,14.97,scattered clouds
352,Uyuni,BO,-20.4597,-66.825,63.95,30,97,15.64,overcast clouds
353,Kumluca,TR,36.3703,30.2869,56.17,77,31,4.05,scattered clouds
354,Tarko-Sale,RU,64.9225,77.785,-1.34,100,77,8.55,broken clouds
355,Skibbereen,IE,51.55,-9.2667,48.11,93,91,5.01,overcast clouds
356,Priekule,LV,56.4468,21.5897,34.92,76,96,10.13,overcast clouds
357,Beyneu,KZ,45.3167,55.2,29.53,51,1,9.84,clear sky
358,Murgab,TM,37.4966,61.9714,36.61,67,93,9.35,overcast clouds
359,Muriti,TZ,-1.9833,32.9167,74.86,71,1,10.27,clear sky
360,Omboue,GA,-1.5746,9.2618,83.1,66,98,6.24,overcast clouds
361,Sumbe,AO,-11.2061,13.8437,82.38,71,99,9.89,overcast clouds
362,San Ignacio,BZ,17.1561,-89.0714,77.29,75,94,3.22,overcast clouds
363,Tvoroyri,FO,61.5556,-6.8111,44.91,82,100,29.42,overcast clouds
364,Libreville,GA,0.3925,9.4537,83.7,59,43,7.47,scattered clouds
365,Ankazoabo,MG,-22.2833,44.5167,72.82,94,94,15.43,light rain
366,Bosaso,SO,11.2842,49.1816,76.44,74,15,11.92,few clouds
367,Cabedelo,BR,-6.9811,-34.8339,86.67,58,9,15.14,clear sky
368,Praia,CV,14.9215,-23.5087,77.54,65,0,25.32,clear sky
369,Berbera,SO,10.4396,45.0143,77.56,74,22,16.08,few clouds
370,Maicao,CO,11.3832,-72.2432,83.21,48,21,17.58,few clouds
371,Tessalit,ML,20.1986,1.0114,67.78,7,81,11.14,broken clouds
372,Rassvet,RU,46.8333,40.75,35.55,75,100,15.03,overcast clouds
373,Axim,GH,4.8699,-2.2405,84.04,72,99,12.62,overcast clouds
374,San Carlos De Bariloche,AR,-41.1456,-71.3082,69.24,46,0,4.07,clear sky
375,Annau,TM,37.8876,58.516,38.03,60,8,5.97,clear sky
376,Marsh Harbour,BS,26.5412,-77.0636,71.08,71,93,20.98,overcast clouds
377,Ancud,CL,-41.8697,-73.8203,64.06,60,30,6.55,scattered clouds
378,Peniche,PT,39.3558,-9.3811,56.1,57,0,13.96,clear sky
379,Trois-Rivieres,CA,46.3501,-72.5491,32.49,94,100,14.97,light snow
380,Parfino,RU,57.9731,31.6481,16.48,97,71,5.88,broken clouds
381,Parsabad,IR,39.6482,47.9174,42.33,59,100,2.89,overcast clouds
382,Canutama,BR,-6.5339,-64.3831,76.33,93,100,1.52,overcast clouds
383,Iqaluit,CA,63.7506,-68.5145,-43.02,88,22,3.27,few clouds
384,Raudeberg,NO,61.9875,5.1352,39.96,26,99,11.52,light rain
385,La Cruz,MX,23.9167,-106.9,69.76,69,100,0.98,overcast clouds
386,Minab,IR,27.1467,57.0801,62.4,62,0,1.14,clear sky
387,Port Maria,JM,18.3685,-76.8895,89.56,73,91,20.07,overcast clouds
388,Saint-Francois,FR,46.4154,3.9054,36.84,73,100,8.05,overcast clouds
389,Leua,SK,48.2156,18.6071,37.49,72,97,4.34,overcast clouds
390,Almonte,ES,37.2647,-6.5167,55.44,37,1,11.79,clear sky
391,Gopamau,IN,27.55,80.2833,56.98,47,0,6.2,clear sky
392,Najran,SA,17.4924,44.1277,61.43,60,3,10.83,clear sky
393,Le Vauclin,MQ,14.5452,-60.8388,82.45,54,7,12.66,clear sky
394,Mehran,IR,33.1222,46.1646,55.63,34,46,2.82,scattered clouds
395,Shubarkuduk,KZ,49.1447,56.4872,8.83,98,34,4.38,scattered clouds
396,Kaberamaido,UG,1.7389,33.1594,81.52,21,4,2.68,clear sky
397,Puerto Carreno,CO,6.189,-67.4859,89.67,36,19,12.91,few clouds
398,Fenoarivo,MG,-18.933,47.4354,68.07,100,75,5.75,light intensity drizzle rain
399,Beamsville,CA,43.1668,-79.4829,35.94,71,82,8.01,broken clouds
400,Yurkivka,UA,49.0126,31.1013,29.44,63,99,11.16,overcast clouds
401,Longonjo,AO,-12.9067,15.2533,67.64,76,100,0.78,overcast clouds
402,Majdanpek,RS,44.4277,21.946,32.2,97,100,7.99,light snow
403,Ilebo,CD,-4.3167,20.5833,84.76,60,69,1.7,broken clouds
404,La Paz,BO,-16.5,-68.15,55.38,71,75,6.91,broken clouds
405,Savonlinna,FI,61.8699,28.88,28.45,93,100,17.27,snow
406,Aden,YE,12.7794,45.0367,76.86,76,9,16.04,clear sky
407,Salta,AR,-24.7859,-65.4117,68.58,90,100,4.0,overcast clouds
408,Mirnyy,RU,62.5353,113.9611,-32.75,100,99,2.55,overcast clouds
409,Novyy Yegorlyk,RU,46.3927,41.8716,36.7,80,100,15.99,overcast clouds
410,La Motte-Servolex,FR,45.5942,5.8758,37.74,71,100,10.36,overcast clouds
411,Korsakovo,RU,53.2677,37.3569,22.15,93,11,4.85,few clouds
412,Meulaboh,ID,4.1363,96.1285,75.72,89,99,5.06,overcast clouds
413,Batavia,US,41.85,-88.3126,24.01,76,100,4.61,haze
414,Zabol,AF,32.25,67.25,30.22,95,100,8.88,light snow
415,Lugoba,TZ,-6.45,38.3333,77.92,68,1,8.75,clear sky
416,Cumberland,US,35.0502,-78.8664,54.48,50,0,3.44,clear sky
417,Mamlyutka,KZ,54.9375,68.5394,14.65,94,95,11.95,overcast clouds
418,Kingisepp,RU,59.3733,28.6134,25.23,86,96,11.23,overcast clouds
419,San Cristobal,VE,7.7669,-72.225,73.58,44,49,4.54,scattered clouds
420,Shabqadar,PK,34.2139,71.5552,53.82,31,100,8.68,overcast clouds
421,Bryanka,UA,48.511,38.6722,29.77,81,100,13.2,overcast clouds
422,Santiago Del Estero,AR,-27.7951,-64.2615,78.01,80,100,4.5,overcast clouds
423,Kutum,SD,14.2,24.6667,79.02,8,92,7.72,overcast clouds
424,Balkhash,KZ,46.844,74.9804,3.2,85,99,6.53,overcast clouds
425,Sakakah,SA,29.9697,40.2064,63.0,37,21,10.27,few clouds
426,Totma,RU,59.9747,42.7642,11.75,95,43,8.01,scattered clouds
427,Bataipora,BR,-22.2953,-53.2711,91.26,42,24,7.36,few clouds
428,Maniitsoq,GL,65.4167,-52.9,14.63,84,100,21.59,light snow
429,Beloha,MG,-25.1667,45.05,79.12,74,100,24.56,overcast clouds
430,Ambilobe,MG,-13.2,49.05,77.22,89,74,3.15,broken clouds
431,Tahta,EG,26.7693,31.5021,76.33,18,3,7.52,clear sky
432,Contamana,PE,-7.3333,-75.0167,94.51,34,75,5.53,broken clouds
433,Bani,DO,18.2833,-70.3333,76.86,44,22,15.14,few clouds
434,Moa,CU,20.6569,-74.9403,79.16,64,73,19.04,broken clouds
435,Bodden Town,KY,19.2833,-81.25,84.2,65,75,18.41,broken clouds
436,Boca Do Acre,BR,-8.7522,-67.3978,80.01,89,89,5.03,overcast clouds
437,Mangrol,IN,21.1167,70.1167,71.33,73,0,7.61,clear sky
438,Diamantino,BR,-14.4086,-56.4461,71.89,95,100,6.55,overcast clouds
439,Ipora,BR,-16.4419,-51.1178,71.49,88,100,2.93,overcast clouds
440,Konevo,RU,62.1215,39.3192,20.82,86,100,12.15,overcast clouds
441,Binga,ZW,-17.6203,27.3414,76.78,81,59,6.62,broken clouds
442,Dilla,ET,6.41,38.31,73.83,34,81,4.38,broken clouds
443,Bereda,ES,43.2686,-7.5406,42.15,100,78,8.3,broken clouds
444,Krasnoselkup,RU,65.7,82.4667,7.56,96,100,8.77,overcast clouds
445,Nyrob,RU,60.733,56.7202,8.2,97,100,5.59,overcast clouds
446,Cairo Montenotte,IT,44.4031,8.2746,44.69,47,21,6.53,few clouds
447,Morros,BR,-9.4467,-46.3003,86.49,47,98,4.38,overcast clouds
448,Bekovo,RU,52.4663,43.712,12.49,94,100,4.32,overcast clouds
449,Zile,TR,40.3031,35.8864,45.99,68,93,3.96,overcast clouds
450,Syamzha,RU,60.0158,41.0614,12.7,94,47,8.14,scattered clouds
451,Mahon,ES,39.8885,4.2658,46.96,71,40,20.71,scattered clouds
452,Serenje,ZM,-13.2325,30.2352,66.4,92,100,3.24,moderate rain
453,Mbigou,GA,-1.9005,11.906,76.77,73,94,3.56,light rain
454,Suez,EG,29.9737,32.5263,69.89,30,99,7.56,overcast clouds
455,Chadiza,ZM,-14.0678,32.4392,69.26,93,100,4.76,moderate rain
456,Ambovombe,MG,-25.1667,46.0833,84.04,57,100,16.04,overcast clouds
457,Glens Falls,US,43.3095,-73.644,43.18,64,0,6.91,clear sky
458,Nyimba,ZM,-14.5566,30.8149,73.26,92,100,1.54,light rain
459,Pastavy,BY,55.1168,26.8326,17.26,97,8,2.62,clear sky
460,Kaliyaganj,IN,25.6333,88.3167,63.34,44,0,7.72,clear sky
461,San Pedro De Macoris,DO,18.4616,-69.2972,81.21,64,79,18.03,broken clouds
462,Bhongir,IN,17.5108,78.8889,76.3,39,1,5.23,clear sky
463,Saint-Pierre,RE,-21.3393,55.4781,80.28,83,0,6.91,clear sky
464,Kanye,BW,-24.9667,25.3327,91.99,13,59,7.4,broken clouds
465,Natal,BR,-5.795,-35.2094,88.45,51,20,18.41,few clouds
466,Hassleholm,SE,56.1591,13.7664,35.38,90,99,10.09,overcast clouds
467,Usinsk,RU,65.9939,57.5281,10.69,96,96,10.96,light snow
468,Diego De Almagro,CL,-26.3667,-70.05,82.33,27,2,9.26,clear sky
469,Cayenne,GF,4.9333,-52.3333,78.84,78,100,2.3,mist
470,Marathon,US,44.9,-89.7668,9.64,76,0,5.75,clear sky
471,Rio Gallegos,AR,-51.6226,-69.2181,72.01,28,18,15.46,few clouds
472,Magugu,TZ,-4.0167,35.7667,80.33,27,0,4.99,clear sky
473,Benjamin Aceval,PY,-24.9667,-57.5667,96.94,25,67,6.62,broken clouds
474,San Ramon De La Nueva Oran,AR,-23.1322,-64.326,75.47,94,100,2.71,moderate rain
475,Eydhafushi,MV,5.1033,73.0708,80.46,76,5,11.48,clear sky
476,Chapais,CA,49.7834,-74.8492,6.58,89,100,14.29,overcast clouds
477,Taboga,IT,46.2663,13.1092,41.0,60,48,1.23,scattered clouds
478,Taoudenni,ML,22.6783,-3.9836,69.44,17,44,4.45,scattered clouds
479,Kronach,DE,50.2396,11.3331,30.54,77,85,5.7,overcast clouds
480,Ibra,OM,22.6906,58.5334,65.32,57,29,10.92,scattered clouds
481,Salinopolis,BR,-0.6136,-47.3561,81.9,72,95,8.1,overcast clouds
482,Ornskoldsvik,SE,63.2909,18.7153,32.95,74,20,10.36,few clouds
483,Hualmay,PE,-11.0964,-77.6139,75.83,70,33,9.57,scattered clouds
484,Langres,FR,47.8333,5.3333,34.2,80,100,12.5,overcast clouds
485,Likasi,CD,-10.9814,26.7333,67.21,94,83,4.25,light rain
486,Touros,BR,-5.1989,-35.4608,86.85,52,11,17.58,few clouds
487,Sept-Iles,CA,50.2001,-66.3821,24.06,88,100,5.01,light snow
488,Kidal,ML,18.4411,1.4078,74.97,4,49,12.5,scattered clouds
489,Chapleau,CA,47.8405,-83.4034,-3.77,86,66,5.82,broken clouds
490,El Alto,PE,-4.2714,-81.2147,85.66,64,97,6.04,overcast clouds
491,Uribia,CO,11.7139,-72.266,85.39,44,4,21.77,clear sky
492,Freeport,US,40.6576,-73.5832,50.25,54,0,13.8,clear sky
493,Uppsala,SE,60.0,17.75,31.44,86,97,2.3,overcast clouds
494,Ushtobe,KZ,45.2514,77.9838,4.96,93,7,2.84,clear sky
495,Mahajanga,MG,-15.7167,46.3167,80.53,80,78,7.29,broken clouds
496,Cehegin,ES,38.0924,-1.7985,46.98,39,5,7.18,clear sky
497,Lolodorf,CM,3.2333,10.7333,79.81,68,71,3.15,light rain
498,Konibodom,TJ,40.2843,70.4426,33.15,56,100,5.06,overcast clouds
499,Mpika,ZM,-11.8343,31.4529,64.13,95,99,4.59,moderate rain
500,Vadgaon,IN,20.9402,74.8712,79.52,24,0,8.14,clear sky
501,Illapel,CL,-31.6308,-71.1653,83.52,34,0,7.65,clear sky
502,Bandarbeyla,SO,9.4942,50.8122,75.87,75,46,20.62,scattered clouds
503,Santa Cruz,BO,-17.8,-63.1667,86.05,70,75,11.5,broken clouds
504,Summerside,CA,46.3959,-63.7876,32.68,70,96,14.5,overcast clouds
505,Agadez,NE,19.75,10.25,80.58,10,85,8.7,overcast clouds
506,La Macarena,CO,2.1837,-73.7849,89.89,31,9,8.28,clear sky
507,Solwezi,ZM,-12.1688,26.3894,64.85,94,95,5.41,moderate rain
508,Ballina,AU,-28.8667,153.5667,74.01,99,12,5.01,few clouds
509,Sjenica,RS,43.2731,19.9994,26.4,96,100,3.85,overcast clouds
510,Matay,EG,28.419,30.7792,71.56,14,85,9.13,overcast clouds
511,Dudinka,RU,69.4058,86.1778,1.33,96,96,8.21,overcast clouds
512,Arlit,NE,18.7369,7.3853,81.59,8,66,11.92,broken clouds
513,Galle,LK,6.0367,80.217,75.29,83,98,7.0,overcast clouds
514,Mavrovi Anovi,MK,41.7025,20.7564,27.82,87,99,3.91,overcast clouds
515,Lyantonde,UG,-0.4031,31.1572,75.99,51,35,8.81,scattered clouds
516,Katihar,IN,25.5333,87.5833,61.81,49,0,8.23,clear sky
517,Reconquista,AR,-29.15,-59.65,90.75,41,100,8.9,overcast clouds
518,Tashtagol,RU,52.7657,87.8894,0.05,95,58,1.19,broken clouds
519,Nioro,GM,13.35,-15.75,98.46,9,66,11.59,broken clouds
520,Paita,PE,-5.0892,-81.1144,76.24,68,99,7.31,overcast clouds
521,Limbe,CM,4.0242,9.2149,81.91,72,62,8.16,broken clouds
522,Krosno Odrzanskie,PL,52.0549,15.0988,31.66,78,98,3.04,overcast clouds
523,La Palma,US,33.8464,-118.0467,56.91,74,0,5.75,clear sky
524,Villarrica,PY,-25.75,-56.4333,102.4,24,40,5.68,scattered clouds
525,Bagli,IN,22.65,76.35,70.16,45,0,5.06,clear sky
526,Inirida,CO,3.8653,-67.9239,89.83,43,14,3.62,few clouds
527,Kashi,CN,39.4547,75.9797,14.36,89,98,2.71,overcast clouds
528,Tiznit,MA,29.5833,-9.5,54.79,44,2,13.49,clear sky
529,Calamar,CO,10.2511,-74.9146,87.17,42,3,3.06,clear sky
530,Bocas Del Toro,PA,9.3333,-82.25,75.76,76,99,4.61,light rain
531,Santa Maria,BR,-29.6842,-53.8069,101.01,22,72,6.22,broken clouds
532,Malanje,AO,-9.5402,16.341,69.73,86,100,3.13,moderate rain
533,Itaituba,BR,-4.2761,-55.9836,75.76,97,100,2.13,overcast clouds
534,Komsomolskiy,UZ,40.4272,71.7189,30.92,69,100,4.61,mist
535,Dire,ML,12.2833,-10.9667,98.1,10,90,5.79,overcast clouds
536,Stornoway,GB,58.2093,-6.3865,44.56,85,40,10.36,scattered clouds
537,Pocone,BR,-16.2567,-56.6228,81.45,74,95,10.94,overcast clouds
538,Rosario,AR,-32.9468,-60.6393,87.82,57,28,4.0,scattered clouds
539,Geraldton,AU,-28.7667,114.6,72.01,78,0,19.57,clear sky
540,Tahoua,NE,14.8888,5.2692,90.7,9,100,13.71,overcast clouds
541,Abu Samrah,SY,35.3029,37.1841,56.43,65,82,6.49,broken clouds
542,Kavaratti,IN,10.5669,72.642,80.15,72,5,9.91,clear sky
543,San Andres,CO,12.5847,-81.7006,86.02,58,20,18.41,light rain
544,Cartagena,CO,10.3997,-75.5144,89.22,51,20,2.3,few clouds
545,Aleysk,RU,52.4926,82.7822,13.53,75,0,18.59,clear sky
546,Keetmanshoop,NA,-26.5833,18.1333,94.62,15,15,20.49,few clouds
547,Ciudad Bolivar,VE,8.1222,-63.5497,86.83,43,11,11.74,few clouds
548,Forestville,US,38.8451,-76.875,50.31,50,20,9.22,few clouds
549,Saurimo,AO,-9.6608,20.3916,70.09,87,95,3.02,light rain
550,Mabaruma,GY,8.2,-59.7833,83.55,50,14,6.33,few clouds
551,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,84.97,54,56,11.39,broken clouds
552,Novo Aripuana,BR,-5.1206,-60.3797,86.36,61,100,3.96,overcast clouds
553,Trojes,AL,41.756,19.962,45.09,75,18,7.56,few clouds
554,Male,MV,4.1748,73.5089,80.74,75,86,12.91,overcast clouds
555,Bibiani,GH,6.4635,-2.3194,94.86,30,37,3.67,scattered clouds
556,Tartus,SY,34.889,35.8866,60.8,78,98,10.65,overcast clouds
557,Prieska,ZA,-29.6641,22.7474,94.55,13,4,23.76,clear sky
558,Medenychi,UA,49.4305,23.7507,28.83,78,85,5.64,overcast clouds
559,Melfi,IT,40.9965,15.6514,40.5,91,98,3.89,overcast clouds
560,Yambio,SS,4.5721,28.3955,91.36,20,32,4.32,scattered clouds
561,Nantucket,US,41.2835,-70.0995,48.34,66,20,16.11,few clouds
562,Zwedru,LR,6.0667,-8.1281,86.09,53,74,7.2,broken clouds
563,Khash,IR,28.2211,61.2158,38.71,80,60,8.1,broken clouds
564,Malia,GR,35.2833,25.4667,61.83,78,70,4.45,broken clouds
565,Rundu,NA,-17.9333,19.7667,88.7,31,78,2.17,broken clouds
566,Yar-Sale,RU,66.8333,70.8333,2.25,95,100,7.29,overcast clouds
567,Bitkine,TD,11.9801,18.2138,94.42,9,94,7.18,overcast clouds
568,Santona,ES,43.4439,-3.4576,47.07,80,100,11.16,overcast clouds
569,Mana,GF,5.6592,-53.7767,78.96,70,63,7.81,light rain
570,Sardarpur,IN,22.678,74.9484,71.96,41,5,7.31,clear sky
571,Rafaela,AR,-31.2503,-61.4867,91.0,41,37,1.01,scattered clouds
572,Sioux Lookout,CA,50.1001,-91.917,-17.0,93,26,5.95,scattered clouds
573,El Carmen,CO,8.5106,-73.4478,74.7,64,33,5.17,scattered clouds
574,Lugazi,UG,0.3772,32.9197,73.92,55,1,4.85,clear sky
575,Okrika,NG,4.7416,7.0849,86.52,56,100,12.12,overcast clouds
576,Sambava,MG,-14.2667,50.1667,78.89,90,49,6.13,light rain
577,Znamenskoye,RU,57.1281,73.8282,19.62,95,100,7.54,light snow
578,Fort-Shevchenko,KZ,44.5086,50.263,35.49,57,72,13.13,broken clouds
579,Sapernoye,RU,60.7167,29.9505,26.65,87,100,14.81,light snow
580,Zemio,CF,5.0314,25.1361,93.29,16,37,3.2,scattered clouds
581,Turkistan,KZ,43.0,68.0,21.2,82,0,3.51,clear sky
582,Malakal,SS,9.5334,31.6605,91.58,16,70,5.19,broken clouds
583,Morant Bay,JM,17.8815,-76.4093,89.22,68,98,20.78,overcast clouds
584,Teguldet,RU,57.3064,88.1667,17.78,92,100,10.71,light snow
585,Huarmey,PE,-10.0681,-78.1522,75.25,73,40,9.04,scattered clouds
586,Ler,SS,8.3018,30.1418,92.8,15,28,5.03,scattered clouds
587,Puerto Madryn,AR,-42.7692,-65.0385,80.94,27,0,7.81,clear sky
588,Saint-Remi,CA,45.2668,-73.6159,35.62,84,89,24.74,overcast clouds
589,Port Said,EG,31.2565,32.2841,64.18,76,25,15.35,scattered clouds
590,Hofn,IS,64.2539,-15.2082,39.4,99,100,5.21,overcast clouds
591,Sumbawanga,TZ,-7.9667,31.6167,62.8,85,37,0.56,light rain
592,Panyutyne,UA,48.9333,36.2833,29.23,77,54,10.92,broken clouds
593,Novaya Zaimka,RU,56.4857,66.9241,17.29,95,100,9.75,overcast clouds
594,Forio,IT,40.7342,13.8646,52.43,68,83,14.0,broken clouds
595,Saint-Augustin,CA,51.226,-58.6502,7.34,66,90,4.61,overcast clouds
596,Sovetskiy,RU,61.3614,63.5842,9.55,87,7,8.88,clear sky
597,Shahrud,IR,36.4182,54.9763,32.49,50,0,4.41,clear sky
598,Booue,GA,-0.0921,11.9385,81.55,67,99,2.01,light rain
599,Saint-Paul,RE,-21.0096,55.2707,80.71,86,100,1.23,overcast clouds
600,Necochea,AR,-38.5473,-58.7368,80.67,49,11,6.76,few clouds
601,Rudnichnyy,RU,59.617,52.4703,7.84,96,74,6.8,broken clouds
602,Sao Gabriel,BR,-30.3364,-54.32,101.7,21,90,3.78,overcast clouds
603,Talara,PE,-4.5772,-81.2719,88.56,48,0,8.05,clear sky
604,Kayes,ML,14.0,-11.0,92.95,9,32,9.66,scattered clouds
605,Kinna,SE,57.5073,12.6946,40.03,91,100,8.84,overcast clouds
606,Rosarno,IT,38.4841,15.979,52.34,75,99,2.91,light rain
607,Sibut,CF,5.718,19.0739,97.79,14,64,0.83,broken clouds
608,Kichmengskiy Gorodok,RU,59.9816,45.7854,11.41,94,53,7.4,broken clouds
609,Sehithwa,BW,-20.4667,22.7167,96.76,16,13,10.6,few clouds
610,Igarka,RU,67.4667,86.5833,2.73,96,99,11.07,overcast clouds
611,Key Biscayne,US,25.6937,-80.1628,77.02,76,75,16.11,broken clouds
612,Moroni,KM,-11.7022,43.2551,80.2,85,16,9.98,few clouds
613,Abu Dhabi,AE,24.4667,54.3667,66.31,49,0,5.75,clear sky
614,Mandera,KE,3.9366,41.867,89.92,20,0,10.94,clear sky
615,Kandhla,IN,29.3167,77.2667,53.65,66,0,4.65,clear sky
616,Canoinhas,BR,-26.1772,-50.39,90.48,29,5,2.24,clear sky
617,Zhanakorgan,KZ,43.9098,67.2495,28.94,49,0,2.8,clear sky
618,Akkermanovka,RU,51.2467,58.2391,8.38,96,94,4.97,overcast clouds
619,Neyshabur,IR,36.2133,58.7958,36.95,59,32,6.26,scattered clouds
620,Eidsvag,NO,62.7767,8.0668,41.65,89,100,12.64,overcast clouds
621,Mitu,CO,1.1983,-70.1733,88.84,39,87,5.59,overcast clouds
622,Itapaci,BR,-14.9508,-49.5494,81.36,69,96,0.38,overcast clouds
623,Caconda,AO,-13.7333,15.0667,65.59,71,100,4.7,overcast clouds
624,Nurlat,RU,54.4277,50.8051,4.71,99,93,4.09,overcast clouds
625,Dabat,ET,12.9842,37.765,60.76,25,69,5.06,broken clouds
626,Boende,CD,-0.2167,20.8667,87.46,45,100,1.99,overcast clouds
627,Bayir,TR,37.2687,28.2167,48.72,90,71,3.11,broken clouds
628,Dinan,FR,48.4167,-2.25,42.22,71,63,10.63,broken clouds
629,Marrakesh,MA,31.6315,-8.0083,60.87,36,40,4.61,scattered clouds
630,Panama City,PA,8.9936,-79.5197,88.18,59,20,18.41,few clouds
631,Erzincan,TR,39.75,39.5,34.9,69,75,2.3,light snow
632,Seminole,US,28.7086,-81.2081,68.27,65,75,11.5,broken clouds
633,Alberton,CA,46.8168,-64.0654,30.33,75,97,15.73,overcast clouds
634,San Alberto,CO,7.7611,-73.3922,86.88,46,3,6.2,clear sky
635,Gunjur,GM,13.2019,-16.7339,100.47,16,0,6.91,clear sky
636,Olinda,BR,-8.0089,-34.8553,85.73,54,40,13.8,scattered clouds
637,Garowe,SO,8.4054,48.4845,80.78,31,5,13.38,clear sky
638,Verrettes,HT,19.05,-72.4667,83.57,39,44,9.26,scattered clouds
639,Dombarovskiy,RU,50.7587,59.5386,3.83,88,99,5.91,overcast clouds
640,Thinadhoo,MV,0.5333,72.9333,81.5,77,56,13.11,broken clouds
641,El Tigre,VE,8.8875,-64.2454,84.45,33,2,9.93,clear sky
642,Santa Rosa,PH,14.3122,121.1114,77.11,77,86,17.94,overcast clouds
643,Maamba,ZM,-17.3667,27.15,73.6,87,92,2.46,light rain
644,Manaure,CO,11.7751,-72.4445,83.39,51,6,19.69,clear sky
645,Turtas,RU,58.9417,69.1325,6.21,98,25,5.32,scattered clouds
646,Bertoua,CM,4.5833,13.6833,89.38,28,93,1.52,overcast clouds
647,Atasu,KZ,48.6814,71.6433,-2.99,91,87,2.1,overcast clouds
648,Bekhtery,UA,46.251,32.2927,34.77,96,100,17.25,snow
649,Keuruu,FI,62.2667,24.7,32.18,90,88,10.31,overcast clouds
650,Bogo,PH,11.0517,124.0055,76.55,88,50,12.53,scattered clouds
651,Batsfjord,NO,70.6345,29.7185,31.93,93,100,9.22,snow
652,Mikumi,TZ,-7.4041,36.9831,76.71,76,6,1.41,clear sky
653,Suraabad,AZ,40.8192,49.4687,44.49,69,45,8.93,scattered clouds
654,Klyuchi,RU,52.2667,79.1667,13.15,83,6,14.43,clear sky
655,Voyvozh,RU,62.892,54.9635,14.76,91,100,9.08,overcast clouds
656,Novodolinskiy,KZ,49.705,72.7047,5.58,85,11,7.09,few clouds
657,Carquefou,FR,47.2982,-1.4902,42.58,71,100,9.22,overcast clouds
658,Port Shepstone,ZA,-30.7414,30.455,77.11,85,61,26.24,light rain
659,Hearst,CA,49.6835,-83.6665,-10.64,88,100,8.37,overcast clouds
660,Usak,TR,38.5,29.4167,40.12,88,95,5.73,overcast clouds
661,Kamoke,PK,31.9744,74.2244,55.42,36,100,3.83,overcast clouds
662,Uitenhage,ZA,-33.7576,25.3971,64.42,80,57,17.27,light rain
663,French Harbor,HN,16.35,-86.4333,82.4,75,40,23.02,scattered clouds
664,Ratodero,PK,27.803,68.2871,59.22,12,61,6.11,broken clouds
665,Tambura,SS,5.6,27.4667,93.6,13,11,6.33,few clouds
666,Garbovi,RO,44.7833,26.7667,31.8,98,100,10.58,light snow
667,Jiwani,PK,25.05,61.7417,66.49,59,90,3.56,overcast clouds
668,Iskateley,RU,67.6803,53.1512,14.07,96,99,7.67,overcast clouds
669,Lima,PE,-12.0432,-77.0282,75.45,69,0,8.05,clear sky
670,Mikhaylovka,RU,50.06,43.2379,19.71,90,100,7.18,overcast clouds
671,Brasilia,BR,-15.7797,-47.9297,80.62,54,40,9.22,scattered clouds
672,Kita,ML,13.0349,-9.4895,94.12,9,35,7.16,scattered clouds
673,Kiruna,SE,67.8557,20.2251,20.32,79,100,12.66,overcast clouds
674,Ugoofaaru,MV,5.6667,73.0,80.35,77,8,8.75,clear sky
675,Rotifunk,SL,8.2333,-12.6833,93.47,40,87,7.61,overcast clouds
676,Kibaya,TZ,-5.3,36.5667,67.77,54,2,5.86,clear sky
677,Saquarema,BR,-22.92,-42.5103,91.54,80,79,7.14,broken clouds
678,Reggello,IT,43.6801,11.5293,40.91,69,28,6.11,scattered clouds
679,Cerrito,CO,6.8432,-72.694,65.75,25,23,2.01,few clouds
680,Chimbote,PE,-9.0853,-78.5783,74.89,71,92,8.93,overcast clouds
681,San Luis,AR,-33.295,-66.3356,85.55,40,8,2.98,clear sky
